Simulation_ID,Device_Type,V2DT_Synchronization_Delay,Digital_Twin_Model_Drift,Computational_Overhead_of_Edge_Processing,V2DT_Data_Consistency_Score,Edge_Assisted_DT_Reconstruction_Time,AI-Based_Predictive_Digital_Twin_Divergence,Energy_Consumption_RaspberryPi_RSUs
27,OBU,0.7960168872952826,0.10401074586224181,46.05318937603844,85.67035882039005,3.4093337307865226,0.1954085889746488,13.054604037428394
28,RSU,1.2334418292640608,0.09607731086224335,10.486769145863907,86.86176297636854,2.0297570653945893,0.09594638687931471,7.497170941607977
29,RSU,0.6034303270016979,0.07050242404556466,51.100400147175314,86.50369550910263,4.8272481433019205,0.22203788513428108,7.913602501727363
30,RSU,0.9106021499872569,0.13503702701492085,57.936640679812754,97.41220074582482,2.1030819706005777,0.3615615899315394,13.112747792444424
31,RSU,0.8911925041963926,0.04338494510457416,63.9657775940795,91.45633618057406,1.2618316536938097,0.22057309235784905,8.019180757766723
32,RSU,1.0610828722619425,0.1263556562747147,26.048002834935605,89.72011334827383,3.999627080911548,0.1397386664276394,6.658699219240837
33,OBU,0.3697082497853602,0.19096007179393196,13.8855022599793,89.73273953478086,2.4701972356435262,0.3690856410867502,8.59024070574904
34,RSU,1.4661426653257636,0.1417648676233363,48.24629539158688,92.05306073389075,4.147280784107178,0.09939433641209686,10.295686937481939
35,RSU,0.47851883561190345,0.15373583092598656,33.964535757847955,90.96844468958324,4.310133434667812,0.3728861892671111,14.494037748623473
36,RSU,1.2308958735541007,0.1729105563027201,24.99272541791605,83.47721979573359,4.40362940537371,0.3446705549719262,9.313030780352385
37,RSU,1.3251456899776461,0.08221780588873769,42.13190768953564,89.94324528540649,4.617335039208618,0.16031403183867754,8.090042155085722
38,RSU,0.6565804142268615,0.12865732835461408,18.796502120082074,95.6063121649574,3.532637889267849,0.2790266205184539,18.33590176273486
39,OBU,1.3805388431710461,0.10882128048629847,14.986847386927257,96.96797013837072,1.725000176502154,0.30293366370817587,8.94972593875115
40,OBU,0.48347580906489096,0.1946311932825941,51.85070933098461,90.28157808730991,1.2323761511366838,0.34842572164121466,10.801057001699
41,RSU,0.8217463001554463,0.1147494115127206,93.8367617325168,86.28446070664677,4.155925374031932,0.2899093490068872,5.155376056651365
42,RSU,1.38592989727148,0.01889947843012489,87.5071153123419,89.27238525405114,0.9171693772133265,0.24418596227690542,9.13945106158084
43,OBU,0.26195277224192304,0.135089854914338,44.14211276685115,81.01881172118655,1.9530804047274921,0.3233483490908068,10.428128314492696
44,OBU,1.4057466530472673,0.18471763244053732,49.10511119805711,97.28009633884349,4.193470893372501,0.14571638579110144,15.598115890171417
45,OBU,0.6217244534926556,0.08974170717800099,31.296158633132045,94.3780739430205,3.132035972711574,0.07221326615161808,8.134316600496753
46,OBU,1.1669823162748016,0.026511699376140986,58.96965485631281,92.76392553849972,3.3943376725888963,0.13526263904729824,6.945245239840111
47,RSU,1.0734644899797747,0.03332604849211713,22.192325300561592,88.56776091273058,4.500343288768802,0.20438694174703176,19.580567711951474
48,OBU,0.8181629831200316,0.18782558216116982,66.41119413204504,94.6777190350745,2.1017821033875337,0.2571780712516251,7.017470846928507
49,RSU,0.9229272253909635,0.016907006193524973,48.68822375837751,95.514040939333,4.240840739601146,0.12612941473026096,10.745728252468187
50,OBU,1.0735641050462192,0.19160701897839946,22.910512542114866,85.02583386832652,3.672616718702108,0.11749030508869672,13.03266392509016
