Simulation_ID,AI-UTFPS,DT-RAPD,GAI-EROI,GAI-PBMA,AI-SIRS,GAI-PDM,AI-CHAS,GAI-ECF,GAI-SPAE,AI-RSRAS,Sensor_Data_Accuracy,Edge_Processing_Speed,DT_Model_Update_Frequency,Real_World_Deviation,Augmented_Data_Quality,Compression_Ratio,AI-DT-RS,GAI-DAE,GAI-LEP,AI-PDTD,GAI-MUE,AI-ADTC
11,0.7181698849342787,0.6952445172049911,0.8704221126944726,0.6817626121840082,0.8328296872898057,0.8817343344934483,0.7121993768005827,0.9805206000453208,0.7524979118222936,0.8577505774582614,0.8003583220138015,0.9089460875344146,0.9925483910023554,0.9031640508218377,0.5968526750187246,0.6805575417163825,0.2510009608794119,0.6013335777170267,1.0882031204714715,0.9008682861870114,0.6754862930151138,0.35759268436291625
12,0.7968199184600023,0.8763634979698056,0.78541048590892,0.7423074366576516,0.7772856689833681,0.5321006577428943,0.7450160005462311,0.8418848749086313,0.8644646156130509,0.9102333048535082,0.7834402467533605,0.6915911692547637,0.6698581850719143,0.9391293761712398,0.5341409578080636,0.5890783621424562,0.21580175563761447,0.7973940898411498,1.4253315090356806,1.381360696675146,0.3945989625298816,0.30378497143165145
13,0.8501478465245595,0.9488333584243568,0.906679465574879,0.9026309170461256,0.7561561751356973,0.5336515619313207,0.6374382707619757,0.9508317343204288,0.8037119838755891,0.7138723378987691,0.5619706527836794,0.6690303666607154,0.9413622436376219,0.6210689564521683,0.693362841925906,0.9656331255425425,0.24036581993762066,0.736552635940237,1.4726881875956814,0.6528206901268789,0.9090105655915373,0.5956767734642846
14,0.8910492549188984,0.6862644956713816,0.9894725953771472,0.9361257059190424,0.7714200622954409,0.6487550942322888,0.8023977063227921,0.974431452865146,0.7557554692048273,0.6429356152186522,0.52568294289822,0.6864033075891414,0.5651828082849744,0.6506715921154398,0.5890484920358365,0.8874179064920591,0.18759197546152578,1.0422264856627215,1.4359495268077793,1.131243115654918,0.5015533445135547,0.5376102131586193
15,0.805486502652631,0.8140673383678985,0.9018964205306712,0.8758865275066654,0.7134360168340546,0.5577301997437302,0.7475385488171432,0.7530908938418237,0.7966652382538637,0.8602497850656521,0.6286627025786324,0.9710936516743094,0.673584074352928,0.9310304396385626,0.7619715013137007,0.8508139644740327,0.2480660343155592,1.1312195913267118,1.0192706866397774,1.3619838064832979,0.5730947367067862,0.44060101125763834
16,0.9060490536971666,0.7222323957883813,0.7855626669512739,0.7885893189621236,0.7303093535876514,0.7917448115460244,0.6024102561652337,0.9691214788927472,0.6935736823870939,0.6943658902473641,0.9094168637709596,0.9294575442241089,0.613606865464311,0.5819425030649772,0.625142955101933,0.8461697794662433,0.35937813449972034,1.0188004572421019,1.0644440572627396,0.9331880954063706,0.5192155860289088,0.5348928787404149
17,0.723603733018241,0.7574796077525973,0.9795023459196583,0.9234408633517346,0.916110956560736,0.8465390844607995,0.6606435476888903,0.9032911961745668,0.7088156238284717,0.9310231799583631,0.8380623838863208,0.8946635253670292,0.689442322799777,0.88233579722654,0.927020816775518,0.744684256577525,0.412732561726676,1.344595169340564,1.105383351886871,1.261484712127033,0.5134168436072339,0.39561711447806136
18,0.7105862224137728,0.8435888776831078,0.8776956850662103,0.9476473184097778,0.8929042963224028,0.8710027560765347,0.673957359946055,0.9835026262556252,0.7493575752947768,0.8644488931311389,0.7638899944188584,0.7921365463867841,0.6217194825147679,0.8197716164803281,0.7198859473050572,0.7939355369939552,0.30218828961223076,1.1578951079242679,1.2466705382076029,1.297682973488417,0.49360519120996627,0.43628306420644614
19,0.7307061402952614,0.689833307310503,0.842945172498266,0.7125160223208017,0.7775941723668093,0.8328046810607499,0.8788406890793752,0.7534924824799255,0.9536607510373828,0.6325131534336457,0.9667262571933539,0.8297107912103323,0.8120070240608226,0.8466118594332823,0.5152912742294753,0.894776687768507,0.26976194393830744,0.6345896759027024,1.190886208046263,1.0299326339705817,0.7265649554339052,0.48455049348763
20,0.8248654708814777,0.6374485234639166,0.9645772806924876,0.6504038300365915,0.8717410830378542,0.8893088091870269,0.7201725179540914,0.8572203474231627,0.7284083387169379,0.7282453100864665,0.8356342870367324,0.8888043974360549,0.936762199148121,0.9644357032490755,0.7523109446283491,0.6356045614349377,0.3200190359015952,0.8030970349919015,1.1125891271255652,1.0186673106687791,0.5954103267583692,0.3235557979238926
21,0.9323148997529234,0.8217936513772712,0.814801184088297,0.8608288173468277,0.7154721274539662,0.8528015624927119,0.6191155617964087,0.7975794209924761,0.8583825033049772,0.8418730672832269,0.8404153344365951,0.8604310690856429,0.5687545190769148,0.5342291622559883,0.7481956753549479,0.822134069316953,0.4098443271687253,1.3154984272815362,1.148856050198742,0.923066938825908,0.46759246721111053,0.5358613234205873
22,0.9476518425143589,0.8287443202989738,0.7801166698889811,0.8080008855562244,0.8443758757574618,0.6099270663012164,0.7566867081650711,0.7977095950214146,0.8817903145159545,0.793731139259751,0.7159922711368933,0.9816194220141872,0.8779320623524218,0.5932893562577206,0.7781921194523023,0.871022350518468,0.3497039259059486,0.8863921854808833,1.008451405649952,0.668169763670774,0.7646984485457327,0.5466818359750448
23,0.8822819296539695,0.8813959677041949,0.950014834955696,0.7215012324513694,0.9817339699856702,0.7676051484631216,0.6906887268486682,0.7620468090035211,0.7989842175705512,0.6488879938101153,0.5237961044706276,0.5389185471564764,0.564757795875737,0.9708713914247908,0.9680262372195775,0.9431819470374534,0.257271161521309,1.7140555549454888,1.8217639122966947,1.6891835106742836,0.5326693575186583,0.47856087979216355
24,0.7587665337417117,0.8066649302876499,0.7532446805595522,0.9128080880081229,0.7193212602149812,0.583063982942575,0.7287542549532191,0.9326347608265594,0.8298061935902988,0.7215265450758173,0.6942374108324244,0.7231693813824078,0.7813110777879383,0.9169472191790714,0.5414638440750267,0.771229557671266,0.19609536110806347,0.6930195404473576,1.3639413011417318,1.1587695975928218,0.6025701969260517,0.4023217488489555
25,0.7248156045071084,0.6287966681685185,0.8080769383760171,0.8374423240904969,0.82041477187384,0.5297217342524962,0.9064362048976552,0.7831321968973431,0.8567838525602083,0.6551157594030323,0.6138663397506355,0.5654118887079378,0.5890343858591032,0.7372774302854168,0.9258196450006002,0.9354097021810965,0.3271380303676544,1.5717582321621135,1.7378855383844365,1.2307764757578195,0.5509884794508888,0.5384342683985818
26,0.7037079250044465,0.8546195678641544,0.8715438382390246,0.9468416404703944,0.8990930411839628,0.8862819943331979,0.7827675413144487,0.825260653801189,0.8729631085032113,0.9020903412537912,0.8339286380850663,0.7843007242692865,0.8217456619553947,0.5490259042487196,0.9649701685596619,0.7080988616661676,0.5194982577453827,1.1742929877639459,1.2589690144371273,0.6600886898021032,0.5818771678097263,0.4571252551193435
27,0.9660332112837584,0.6409979035570172,0.8976505016956583,0.934851202109588,0.7328322218938836,0.787535027791505,0.7857165180924635,0.9795056689607544,0.8113342136720617,0.8384845634092024,0.7095887745652874,0.9925919260757894,0.6830971837303261,0.8982231863522805,0.5086642930457937,0.9199362366744677,0.19014754163923575,0.7446441079847942,0.9974147746372402,1.295955614071238,0.6284058524838037,0.4846301758868843
28,0.9597837276617506,0.6475216652973163,0.7683841509025298,0.7579172090615177,0.7957515029923412,0.5787778385431839,0.8049216348060071,0.912874791637576,0.9610992042548518,0.7369790955885391,0.9852359128041972,0.6560910860141853,0.9057955403081496,0.8015941827468178,0.698512842541309,0.8713675270670704,0.3819949823424554,0.7711595072588638,1.5012961755484349,0.8752981942640767,0.7892808199866932,0.4836647095177292
29,0.93850432938905,0.7320908157809698,0.8468309655211186,0.7058085525217789,0.8052042233234995,0.705170508226693,0.6503319487068059,0.7900907616112158,0.8212396485640352,0.8855067524699147,0.7623565319544742,0.8998183418316873,0.5639030328374601,0.7991670776622732,0.9311427599067996,0.9983716555084515,0.3945507751950515,1.651246235051183,1.0991205101303574,1.3925123791576337,0.5629848044401717,0.5549076947348737
30,0.7812014818878213,0.871578200663081,0.8285587779511419,0.7832555662638953,0.8336944121544052,0.7950027908946491,0.864610666539464,0.8025587490813386,0.8167711943446104,0.8117024661568019,0.5594379265847418,0.627371136244911,0.8106755749954662,0.9184574438312685,0.6092520720843999,0.836042416599579,0.1776629015516133,0.7515362382637558,1.5689445962230524,1.1191480187970044,0.6777591667974627,0.4357888778236096
31,0.8467881955729724,0.8546938727520528,0.8215260672256689,0.6739541719903763,0.8554660985842979,0.7411111887068056,0.9076384217751426,0.780312734661248,0.9111721850181445,0.7872743549531624,0.5464685881509901,0.5403172196768725,0.9986369891780291,0.7693067861223684,0.8885993125995799,0.9643520313559144,0.274453031886268,0.8898121361707017,1.817133762572732,0.7627191887433171,0.9630376091009867,0.5450451210156712
32,0.7106914176525125,0.8259806765915279,0.7756449117705222,0.9529100239688746,0.8288004016342553,0.6994931015002396,0.6100402983867944,0.8949594029906818,0.7910424936724394,0.7480437111669316,0.6041249216719504,0.566479979034598,0.5757650125389888,0.8793992723168974,0.9962858308244981,0.7033718288617685,0.3202518530124433,1.730368829517985,1.7346656195669616,1.501283370451157,0.40497688986416763,0.3742535390016734
33,0.9004963117966948,0.7278592443470273,0.8024925418433285,0.6946992081744883,0.8650917767461774,0.5262360604922917,0.741339446198511,0.892073803478281,0.8065713957010343,0.7192076499858473,0.9892496301154894,0.7972231813754392,0.5776996792637534,0.8775828526550398,0.7298419871420713,0.9325800762910251,0.38453478353942816,1.263358823519194,1.2388147702796215,1.4932505216855663,0.5387512109610919,0.4966918370458532
34,0.7394809383633495,0.8119559552867668,0.9524642001840368,0.9213719474655254,0.8263341184911595,0.8820806016240514,0.8969933399892263,0.9673848533416924,0.6567726395356716,0.8939085035902388,0.9530323645384553,0.780172724222158,0.5099932839183927,0.5782114848867053,0.7229988438689658,0.9017468285031025,0.4365963017817438,1.4176634608087457,1.2655460880206855,1.111959524803111,0.45988482633129296,0.571372618396473
35,0.828807483539852,0.8878198096366419,0.9548113566407735,0.7089281600119732,0.7708973247432173,0.6924547042661375,0.7196459636491355,0.9740597588514068,0.7209898004801687,0.6881802959900626,0.7778288037440362,0.8145715511196971,0.979133107005872,0.9857512608731576,0.8247386551583613,0.6307238742757137,0.32305429898667976,0.8423151553728591,1.2127510325114734,0.9965809999597007,0.6175626266823606,0.31762481369311946
36,0.9863420574825016,0.6177817143867907,0.833392912847247,0.8090501911263055,0.979045764376728,0.5901399522489921,0.8167591500721954,0.7708592896331272,0.7119716756346757,0.6777131728686487,0.8262247122051372,0.6652400100861466,0.7179230530417533,0.9097061760265291,0.8198538514400712,0.6265531939802551,0.35470561961827995,1.1419801160673826,1.4809548976110298,1.2497284874069634,0.4498169819153666,0.32808879284451303
37,0.7360476334417918,0.8761696412905745,0.7818622168263794,0.8945470730916728,0.7198617490875617,0.6816490740725438,0.6485337169328472,0.7541941686361615,0.6843953899871219,0.6189526265402656,0.5511132526470357,0.9143850491245838,0.7359196802221768,0.6495633561594508,0.8475395807316637,0.5329764861935227,0.2831599606890043,1.1516740257249112,1.0818002746225996,0.8708221184966917,0.39222788528547664,0.32310155545308067
38,0.9716952300726124,0.8665801898329764,0.7668295613003716,0.7663840984251868,0.7016179664244228,0.7636637230283603,0.9077114896967616,0.8640960683041383,0.902932049189114,0.8570560304953433,0.6719992815831994,0.8179021428230041,0.8216923064966926,0.543730530381135,0.5521379984373707,0.7940100068360219,0.24035045688517465,0.6719522552078234,1.2078722209730872,0.6537640496777846,0.6524319138985454,0.514344952833178
39,0.7379270234024253,0.8018289926734539,0.8174234872171103,0.6506801498217908,0.8763974671996398,0.5034043540667524,0.6304465740978846,0.8596834197918412,0.8925449075866638,0.9376137463579958,0.9569553166444401,0.9494249066428198,0.835664428837888,0.9149026565353444,0.5551676776532639,0.7006970270756938,0.277440035370086,0.6643428372622067,1.042291056940724,1.0818743526821903,0.5855475809196159,0.3659178312194068
40,0.7504612523100996,0.7064058340899112,0.8121204308562897,0.6795756110649976,0.8099925395045845,0.6006087927718985,0.9029505347247152,0.7816730693850726,0.6949538982966443,0.8219587543938095,0.6427297785487565,0.5307238339068066,0.8975979817519708,0.9944693861644094,0.954525689262292,0.7240312755463412,0.307601655424998,1.0634222766401582,1.8493728911020213,1.0957157311486605,0.6498890116557009,0.36301949810256817
41,0.9638728806542248,0.748183237299766,0.760294743807148,0.7929648010608529,0.8398937070952135,0.7545986805853049,0.808819387529635,0.9664842745812716,0.9127061978182568,0.74506861067929,0.608659010703337,0.5964704087326983,0.8920835112319019,0.5035360475480767,0.7222475509185508,0.985535558483565,0.2923790756742309,0.8096187653117586,1.6488850661149896,0.5581922751923917,0.879180021455912,0.655478503552175
42,0.7762253491962237,0.6322497151449157,0.7884675462104656,0.8083348185266356,0.737752098587518,0.6529874624829016,0.8755770490422267,0.8660360416803345,0.9253678156606948,0.6970511193767531,0.9369911039781809,0.6951614774948587,0.8692977671188183,0.9627905080311547,0.8561224117148563,0.7283476040115309,0.4086931745445516,0.984843679689147,1.4181149026356037,1.0949538871068851,0.6331509458535651,0.3710776066173895
43,0.9692027999955972,0.6618306645131595,0.9004615932745783,0.8664538905101205,0.8666064734623368,0.7024434918930225,0.8103987054031117,0.9048132602574877,0.9300795148681552,0.7079409340401682,0.546463919074405,0.8068978568873562,0.9879788994030063,0.6844703722118897,0.9452082115098468,0.7920857541740186,0.3066377373706675,0.9567089055049617,1.224143253123863,0.6858565573093196,0.7825640116416471,0.470228368062019
44,0.7341535579759538,0.7606281521044177,0.93842742328413,0.8701810921896856,0.7601199359864483,0.6386904830051898,0.8907205551565669,0.9586546061205102,0.9246470482266276,0.9243663349069576,0.9446371052858055,0.7592410596615603,0.5719419812844988,0.6183921166242765,0.9782389329493022,0.9321472907661119,0.5709869594685113,1.7103814109821407,1.2999826094046067,1.0626353425462152,0.5331341683297478,0.5759712255089524
45,0.7492771989333076,0.8992168247580876,0.9756956720377172,0.914187631218902,0.849414925678639,0.8161582284533482,0.6405775019109388,0.7909076438110914,0.8552543483268067,0.6139003915179,0.5157884352332975,0.8458917384789615,0.706655250404078,0.816340363739402,0.9733816430602272,0.9933108916650625,0.27641239746785873,1.3774491061994238,1.1683720674499545,1.1390977227601664,0.7019283568786727,0.5468748652483159
46,0.7491061823143512,0.934491001107174,0.8686248308582223,0.9588814441627392,0.7200625093724846,0.8410937044907509,0.6431868483207683,0.9969227315109463,0.8683244781197242,0.9072915429990336,0.805045420681995,0.8463245903405856,0.9768700635010041,0.8740053141776087,0.5539954423305085,0.6920827031892864,0.23798838271842984,0.5671127236155078,1.1677814829564457,0.8856336274676341,0.6760748742124648,0.3693066919039133
47,0.8871367501984723,0.6337388726611987,0.8149749045109552,0.7962472668865797,0.912639649125556,0.7513616706610629,0.8636692196641634,0.8308923910125637,0.8004288788832303,0.8270263669264386,0.7157121627032426,0.7446909241043829,0.533462170639544,0.5511008323055306,0.8571229508045484,0.716012570601313,0.395495449455134,1.6067173981183742,1.3250457479487165,1.0140555535944618,0.3819656201181762,0.46161574778929343
48,0.9704259716564076,0.6683257181232438,0.9449780709649318,0.8705402908469781,0.8441998973602409,0.6455898568079611,0.693530546655977,0.8029565370473003,0.8999336685188525,0.6742755006425019,0.5583761417544159,0.7616901084852588,0.5589653195130118,0.96390538030825,0.8712760602861201,0.7900986567836932,0.24772057239804074,1.5587300855180128,1.2958569625349843,1.6941373177776018,0.44163774813589846,0.40230994054289987
49,0.8677000069940206,0.905792594857619,0.9739773417032068,0.7430914201964474,0.9408890073959276,0.7104571422860096,0.7424893528504843,0.8795485030604794,0.8742355124480939,0.9013655776311778,0.9748836350562797,0.8888931459401561,0.9987199409474586,0.6177687629756567,0.5212830565190021,0.7472648628323151,0.31413038294653967,0.5219511848581645,1.1124792802309065,0.6124284232900226,0.7463083196800004,0.4619107995742402
50,0.9270494456480518,0.7633974066010347,0.928906241497476,0.9137765405050596,0.939308889808386,0.8144725665989676,0.812683694053115,0.9601897452071788,0.8808036698754946,0.8488212839222703,0.841627604621731,0.9507542371493454,0.7814359744627752,0.9701871922935891,0.7376020516274315,0.5050404128833756,0.31508998246637804,0.9439059318129309,1.0408489094641942,1.2258568268294219,0.394656747184603,0.25634133388890523
