V2DT_Synchronization_Delay (ms),Digital_Twin_Model_Drift (%),Computational_Overhead_of_Edge_Processing (ms),V2DT_Data_Consistency_Score,Sensor_Data_Falsification_Resilience (%),Immersive_Vetaverse_Visualization_Latency (ms),Edge_Assisted_DT_Reconstruction_Time (ms)
38.72206063767665,0.5378541029776073,5.221792543667182,91.24511586014015,98.04364333791979,27.36393108551524,174.90077662038598
28.37350421972109,1.3815804073180027,11.449546301907782,84.84975557246028,88.13979977821886,59.29929503400675,135.61558182067685
49.5086835300528,1.3899553877861448,24.71322036342961,90.30754391372909,93.36467370271572,59.271237792488016,186.4971522003338
14.595446158499644,0.4907315764350041,17.930886640781807,80.62189570627281,93.12391083544605,32.52188155524692,153.48074210835415
25.70940378218797,0.4073173209847588,18.633843106698563,91.28197148922384,96.60409734551729,44.479018494601156,90.3046104261373
46.33037847545556,2.288074756718669,11.913772751684103,99.40204804778348,85.2144399282857,41.04775595229975,133.95439840693317
14.129685407965557,3.1616046102080437,15.269885662480238,92.94351941257459,97.906756674891,31.935262334892954,152.49793459308333
44.931859912512905,2.3319248959516554,9.048641559125848,86.45869574712657,89.64486903186183,54.974897643060096,154.98255923207952
33.90040708432071,2.1302063082865215,16.026858699310736,98.527877253224,95.65690088352436,34.5618688633071,185.51931516322722
21.26443253275479,2.7599273986397965,20.910636253982293,86.2020226962696,94.76380313717125,33.03754957710382,65.10983541376665
41.07747804132888,2.558830893642391,25.97326934771974,84.4613688235234,92.19728346760931,53.08305417977663,52.197726629730056
34.256163891395104,0.6355179280828611,26.59493758357465,94.17956278615074,89.84066874954216,32.087157241979654,117.3892730479274
20.32621258894529,4.544194608509644,28.463111563716602,81.5217798749989,90.90704447404019,57.7648041326613,173.95292872826124
35.43075134813431,4.902847588488492,15.95680244966962,99.80748819597773,87.36764384451101,59.81411087348807,156.61964182192514
11.442944126676942,1.341876201858391,24.77573165197846,82.54332042769298,87.53821641242406,34.064426450868126,76.22802189876296
27.74399962952554,0.1948555257875281,19.63354101346311,95.49512558028202,93.04971195091866,57.45376490125008,71.15472632291372
11.678297339728342,0.7251631332049046,15.150752205927589,94.54986633257717,89.55562911920651,46.595753534681016,162.7909728050912
27.947361225734824,1.2484784273261331,25.333480958881463,97.72707340304072,85.36599706063723,25.161081399333945,198.06896109935343
23.67774202433349,3.4595159236056743,5.090808235220893,92.36121681271878,92.31942531455759,20.45238638012027,123.34500269779504
26.23446035544008,2.9484498844310423,10.766005914538411,90.80446361567351,94.34208290232554,20.790109563389912,100.15357324235723
12.208970996695685,0.7174083215584464,18.498656869138486,85.71162053448711,91.64241851866974,34.34780679384069,152.17285624506582
33.4291899299284,0.8037230585674321,13.304580505936313,98.47992394990044,96.34495529516069,42.07250525762342,77.40245798202994
41.08632239830018,2.1089442212515106,8.121668710364784,81.34308639473691,98.98542729594669,46.17716573688621,187.84961672518773
30.594748912145274,1.9821937211018548,16.5060345157532,91.31047158209351,98.13145044558088,44.32539503330851,134.33929365164954
26.147376915713586,0.21437084350117047,6.625548480033803,92.12831330387696,92.61882525788977,57.69906116280338,151.33454776146954
25.26261828782713,3.5436344185691913,5.072300799343273,91.51810546413296,88.81363299596698,38.54132098461033,54.39135172762893
15.58636781029751,4.736643412880621,9.3524368464582,95.81584934624138,96.32421719522392,23.901667425570995,197.5317407579235
20.73325233127148,0.9263979266548814,19.869238581260298,88.19457408907746,98.20173139766408,40.72341717410046,135.27205721570888
32.39619237301625,0.6326322644760243,21.54488724201368,95.9243017707484,98.380865100043,21.4694502844139,151.13266553615983
11.03531747148427,0.17977924703453713,8.308765115943388,94.94780926924048,90.00978598145065,25.417068066574075,129.04693214543778
44.94604601076968,0.5251293230816975,29.22674199541394,86.2239906493686,98.70081662028498,49.371147474841806,171.0451321223048
46.029570718791526,2.115122564057083,17.783509500523678,93.14284176284836,97.81273665673535,37.28125912201871,52.240809253876016
47.53194155787963,4.245927929047903,7.994672380501854,80.25678959563118,98.88366049988666,45.594945915275424,111.7366651473258
39.22012951601502,0.12937947762152352,24.841672781445585,90.95509588932231,87.6394846079861,53.491515595405076,191.8439957617733
48.91765372092496,4.057456255191138,24.64021775702047,94.2424315656249,92.6905864849561,45.599064512664256,193.26279269440514
49.06604335177833,1.0367881529470608,16.43524439388988,93.50324441677422,95.42317161346942,20.069415873077183,155.08869475274219
24.000120844946295,2.698817328528894,14.77122150976949,93.66358397776061,85.97603003461897,39.76739002915541,105.0869877811406
40.10088960213949,4.84990095396634,7.584590167925843,89.93431490613641,94.1952785966562,23.68235701870415,56.09509253050329
19.754316040004582,3.50469712741475,20.382040943131322,81.1245542203766,89.34977299831986,38.837155738370654,74.52687704842619
21.622922131484653,2.551937941755082,6.179518843632065,96.76389237083328,92.63190171981124,36.99521134320263,73.6075040170213
35.389211038354176,4.432134921597578,23.275049055174,87.13065948981219,87.79877385265438,52.59055678010057,83.969442908077
31.576730589600356,3.267622146904301,16.66050154132852,83.02747077433865,87.28567115718509,57.800268394686356,149.92639196400728
47.55086579496539,1.2142377425929518,17.66335248898237,90.05389732626084,86.99901014341279,36.25189025720338,124.90070492176463
12.332243691334952,4.14496786230816,12.140450556087218,96.7115090329131,96.16711576592063,21.502262129010834,190.02586990877154
25.479171309026505,2.768276364146676,9.762480924107752,99.53174254866775,87.66199255268315,55.179095471439524,184.44147876842976
10.218199588897058,3.9422323605823704,20.174496657249925,81.19521264906854,94.39768349699652,54.80008265025812,156.4813078204176
33.064592581125616,1.3135081596536513,15.681361942617606,89.84632153179041,98.55606590359824,46.434125482702115,110.44744803206729
15.49454796691617,4.136595398391028,21.725972267308407,85.09685036635705,90.22184829589402,42.95199515609577,137.43000990339686
37.67354563220448,3.139677891037694,19.907339338193644,80.59987162181955,85.6376382052931,37.10788503795233,83.19930974353012
22.973758017398854,1.5446007815854947,12.837367595242833,83.15331095086833,85.04258164864325,44.74956874373272,129.99404023425194
36.78061542833143,0.2535680317763662,10.398577495263531,83.74417167404076,97.78870285023376,42.9152192144349,182.54868944314026
30.32036850574723,0.7427401876925981,6.658057961037637,97.64990119745347,93.768356209125,26.433903237612935,99.0724164666658
44.18637108278976,0.5415777466772514,13.296591892327598,83.33685905778054,86.81129262191378,21.652974097629034,81.2484459131448
39.61878547416075,1.2526160035411391,18.174681709413406,80.95740216216569,96.22079821355489,23.296967520258477,178.46106040500536
18.33889818181174,1.9223797317925904,7.328781516524941,92.39323275282452,95.31273229302948,37.241155497744415,179.088415318118
47.36724533591672,1.2377097380045274,13.194829434950107,85.65712630272438,94.58615132671092,57.77927243318149,180.08882206670438
35.53316838914404,1.8637793460404224,16.214277938121178,91.48153946172285,91.5791172506316,33.901152965424984,193.3839935497143
25.420076349974888,3.488810336412308,29.759689008801374,96.87831800744428,88.6508794679829,39.17582382597736,105.06411529634275
43.279735742050335,0.12735590916944656,27.37270487933369,86.49705744792027,87.02574830808344,56.220694866167705,151.56051342174015
16.59268596088269,2.5848566326308506,26.546432464064328,84.42926044222448,86.77676592628092,46.22814037790474,167.9131157567832
29.843963067354263,4.5206084625007446,19.947182941188494,91.87336750360183,87.29350646446998,39.9994045953169,189.78886729411465
29.452740069902454,1.74370289418803,12.236592757954213,94.97353905605493,89.1859336132216,49.807821221163074,50.246222227492254
47.19751274321506,1.3176550529213547,17.61784154685568,93.44265231970108,97.87976487145322,26.09776035389077,77.22156360324163
18.535141045669384,1.060785550229406,9.58435415928183,96.82387838543308,85.51378921275756,50.80651757141534,123.72364075419733
49.8006572087802,4.799163309765001,29.166531575683546,97.60099525515695,92.7977158231963,41.16968628275844,79.7798854622599
13.023340409646597,3.561002179267988,28.810405913279176,99.31879244398897,89.01047146582934,26.29992568728927,115.77412195660887
28.437073546464067,3.8463537789131412,17.55779535186968,82.29445978482592,94.5544686460182,23.26546829935545,76.98961323806198
24.105191925323673,4.574621680882334,19.053213786366477,96.85149414113454,96.77740488855986,47.08912645819253,77.27413042140316
15.581942444726442,3.531416581090697,9.990843445306648,97.68873557271145,98.2597029009822,52.215507936801906,105.01652883571546
40.115581960089685,2.0076541731700384,18.83803903853009,83.17962158718238,91.43849650065917,34.61274433239488,112.66266673158046
30.75770190590298,2.4967491878616865,21.335111591580734,91.56612288008685,90.52321753533413,56.23907258841258,173.4079734479343
27.331977187329354,1.5766487642013685,11.029037023492059,92.2974530403138,93.48452376620111,42.30174867713446,71.236551177047
19.137841559594293,3.5557666209540133,7.853776738248593,82.83800500328569,98.7001179304582,38.03418543756939,147.13509867011578
35.8471629616884,3.1463375571567265,11.579137975345139,95.81997301765058,90.28271175511051,20.216960025166237,183.34466595631042
37.90764667288888,4.666223603363927,10.889277812160554,82.47395914564916,98.49179734647078,57.700964737187725,160.2076104895902
45.71215290229703,0.17554718172305014,5.393856286825633,93.62091081824077,85.72016104925339,44.75792842584773,55.503052171761105
32.07850688017268,4.9097280220401585,27.91459274212241,99.07423171046739,97.7797976837653,52.00136264199413,53.36178606802977
15.106453092349263,4.190903055899681,8.117488095313886,83.55565879290742,85.70513200163144,50.71234681132167,131.68366572293104
39.06315954888782,3.766434247301613,6.2139183665381115,86.31214410808401,89.44643746830224,29.716042681697882,75.55873330666256
