utc_timestamp,AT_temperature,AT_radiation_direct_horizontal,AT_radiation_diffuse_horizontal,BE_temperature,BE_radiation_direct_horizontal,BE_radiation_diffuse_horizontal,BG_temperature,BG_radiation_direct_horizontal,BG_radiation_diffuse_horizontal,CH_temperature,CH_radiation_direct_horizontal,CH_radiation_diffuse_horizontal,CZ_temperature,CZ_radiation_direct_horizontal,CZ_radiation_diffuse_horizontal,DE_temperature,DE_radiation_direct_horizontal,DE_radiation_diffuse_horizontal,DK_temperature,DK_radiation_direct_horizontal,DK_radiation_diffuse_horizontal,EE_temperature,EE_radiation_direct_horizontal,EE_radiation_diffuse_horizontal,ES_temperature,ES_radiation_direct_horizontal,ES_radiation_diffuse_horizontal,FI_temperature,FI_radiation_direct_horizontal,FI_radiation_diffuse_horizontal,FR_temperature,FR_radiation_direct_horizontal,FR_radiation_diffuse_horizontal,GB_temperature,GB_radiation_direct_horizontal,GB_radiation_diffuse_horizontal,GR_temperature,GR_radiation_direct_horizontal,GR_radiation_diffuse_horizontal,HR_temperature,HR_radiation_direct_horizontal,HR_radiation_diffuse_horizontal,HU_temperature,HU_radiation_direct_horizontal,HU_radiation_diffuse_horizontal,IE_temperature,IE_radiation_direct_horizontal,IE_radiation_diffuse_horizontal,IT_temperature,IT_radiation_direct_horizontal,IT_radiation_diffuse_horizontal,LT_temperature,LT_radiation_direct_horizontal,LT_radiation_diffuse_horizontal,LU_temperature,LU_radiation_direct_horizontal,LU_radiation_diffuse_horizontal,LV_temperature,LV_radiation_direct_horizontal,LV_radiation_diffuse_horizontal,NL_temperature,NL_radiation_direct_horizontal,NL_radiation_diffuse_horizontal,NO_temperature,NO_radiation_direct_horizontal,NO_radiation_diffuse_horizontal,PL_temperature,PL_radiation_direct_horizontal,PL_radiation_diffuse_horizontal,PT_temperature,PT_radiation_direct_horizontal,PT_radiation_diffuse_horizontal,RO_temperature,RO_radiation_direct_horizontal,RO_radiation_diffuse_horizontal,SE_temperature,SE_radiation_direct_horizontal,SE_radiation_diffuse_horizontal,SI_temperature,SI_radiation_direct_horizontal,SI_radiation_diffuse_horizontal,SK_temperature,SK_radiation_direct_horizontal,SK_radiation_diffuse_horizontal
2015-11-01T12:00:00Z,12.44,401.305257603,47.0264423974,14.716,315.714579686,83.3377203144,10.881,386.021814544,57.9763854559,14.681,423.218181302,54.3760186984,13.013,348.095664106,53.8946358939,12.743,219.352086148,117.201113852,11.699,97.7672739699,136.57662603,8.781,2.08789078162,60.1536092184,19.513,407.176178499,132.998021501,7.71,1.7139445653,52.7735554347,17.064,380.397968472,81.1164315284,14.865,283.8762217,80.7182782999,14.742,176.210698116,197.169501884,11.7,406.448273701,58.5141262989,11.789,344.974176142,60.602323858,14.354,290.873072513,76.0843274868,16.744,317.109147834,128.347152166,7.997,9.74618517424,102.229814826,9.092,50.1042904491,194.420509551,7.293,5.40169732544,83.1894026746,11.039,128.985334313,160.362365687,7.684,16.210420518,103.600479482,13.589,187.842039171,101.194860829,18.703,133.962038108,268.184561892,11.622,342.162991842,57.2956081583,9.352,13.3108937509,106.769906249,9.849,420.057991319,51.3779086811,11.218,344.189389276,51.9727107242
2015-11-01T13:00:00Z,12.286,301.130019158,44.858380842,15.673,258.67828695,79.6935130502,10.372,248.339904037,54.3641959634,14.704,343.136872522,52.9146274779,12.747,252.029105947,51.0997940533,13.224,178.170669309,99.6153306907,11.862,56.2013331708,114.771466829,8.683,0.86570447561,31.5089955244,19.698,342.174519699,140.797380301,7.507,0.691027979637,25.7143720204,17.65,327.267574972,76.7834250284,15.421,249.461288156,77.3181118439,14.381,63.4934070752,164.068592925,11.712,298.382304215,55.8423957854,11.689,234.215404146,57.8970958538,14.855,268.038722145,75.6007778553,16.559,223.018993106,125.296706894,7.631,5.5251684398,65.7215315602,9.743,61.0018455959,171.268954404,7.433,8.85813208754,68.3601679125,12.04,153.753825235,121.106474765,7.696,8.39067240368,73.8030275963,13.155,102.228791947,91.321108053,19.195,95.9185254495,263.131174551,11.15,211.08405197,53.5926480301,9.417,8.10378414854,75.6437158515,9.728,315.88558066,49.27641934,10.887,235.279254568,49.4918454316
2015-11-01T14:00:00Z,10.889,165.201877418,40.626422582,15.805,162.67982682,73.4673731804,8.924,90.2380842506,44.1695157494,14.078,221.436000648,49.8331993523,11.259,124.876492357,44.971207643,12.719,98.4858943633,79.3916056367,11.534,14.6371491357,70.2441508643,8.419,0.0673758131781,3.94762418682,19.433,237.419848246,141.058351754,7.158,0.053132843342,2.80416715666,17.528,228.359694797,71.1166052027,15.372,174.30769871,72.1035012898,13.736,14.5144810299,87.0146189701,10.911,155.742671168,50.4603288322,10.374,99.030737895,49.444662105,14.905,205.081092522,72.5438074785,15.936,116.70578142,105.45741858,6.885,1.69071775567,22.4192822443,9.884,39.2039583616,125.672641638,6.548,2.25883742675,19.3787625733,12.516,112.328966145,88.9898338547,7.399,2.91115171705,38.2245482829,11.211,30.3977602126,56.1577397874,19.26,46.5287077656,221.920792234,8.905,66.4112609047,40.6923390953,9.164,1.70135548168,30.0976445183,8.821,174.418622184,45.3353778161,9.045,100.459496088,42.6027039119
2015-11-01T15:00:00Z,7.38,33.0312936504,22.5519063496,14.592,54.3500478254,54.7550521746,5.398,3.69090673897,6.45089326103,11.757,80.1745540828,40.3161459172,7.685,15.1491898176,20.2453101824,10.721,21.5578005259,40.2779994741,10.497,1.08644286061,14.6395571394,8.214,0,0,18.746,117.316873835,123.546326165,6.884,0,0,16.296,102.057213517,59.551586483,14.347,76.7553214744,59.2774785256,12.64,0.992750282199,12.9369497178,8.117,25.3450707928,26.3872292072,7.469,8.60617396981,12.7935260302,14.429,112.166439652,64.6945603481,14.381,29.4492871182,57.1721128818,5.971,0.00211032177611,0.0444896782239,9.313,10.2264159151,61.3556840849,5.911,0.000150892692366,0.00464910730763,11.694,31.2875890838,54.4329109162,6.848,0.195453159877,5.56454684012,8.49,1.70805492477,6.74724507523,19.018,21.8878082424,159.700291758,6.337,1.42444156766,3.47665843234,8.705,0.0529146806581,2.00528531934,6.214,34.6018733872,27.7150266128,5.252,8.22119193802,10.730208062
2015-11-01T16:00:00Z,4.723,0.070598710319,0.195801289681,12.462,2.11042088267,7.43237911733,3.977,0,0,8.087,2.91276149546,5.43063850454,5.289,0,0,8.761,0.168698641445,1.16410135856,9.84,2.52038243558E-6,9.74796175644E-5,8.028,0,0,17.59,29.1419215777,69.1439784223,6.693,0,0,13.383,11.0519162873,20.6511837127,11.721,7.6716936873,19.5182063127,12.091,0,0,5.849,0.00218995547014,0.0165100445299,6.114,0,0,12.64,23.8371020144,37.5438979856,12.283,0.60873657328,3.19576342672,5.445,0,0,8.145,0.295871573628,4.53412842637,6.095,0,0,10.133,0.705169711125,4.17383028887,6.649,0,0,7.275,0,0,18.343,7.56922096658,86.2973790334,5.457,0,0,8.379,0,0,3.855,0.00444980336392,0.0299501966361,3.549,0,0
2015-11-01T17:00:00Z,3.751,0,0,10.94,0,0,3.256,0,0,6.349,0,0,4.271,0,0,7.79,0,0,9.653,0,0,7.92,0,0,15.975,2.32147749629,9.56442250371,6.592,0,0,11.446,0.00346272470765,0.0302372752923,10.013,0.000577931092294,0.00662206890771,11.859,0,0,5.033,0,0,5.368,0,0,10.631,0.123143895048,0.873256104952,11.509,0,0,5.244,0,0,7.62,0,0,6.411,0,0,9.194,0,0,6.541,0,0,6.576,0,0,17.152,0.928686546147,18.2543134539,4.835,0,0,8.15,0,0,3.119,0,0,2.813,0,0
2015-11-01T18:00:00Z,2.912,0,0,9.97,0,0,2.698,0,0,5.411,0,0,3.243,0,0,6.922,0,0,9.461,0,0,7.899,0,0,15.237,0.182590736942,0.541109263058,6.554,0,0,10.499,0,0,9.288,0,0,11.556,0,0,4.235,0,0,4.658,0,0,10.111,0,0,10.969,0,0,5.183,0,0,7.389,0,0,6.556,0,0,8.516,0,0,6.47,0,0,5.895,0,0,16.456,0.0360183092548,0.865681690745,4.292,0,0,8.039,0,0,2.681,0,0,2.18,0,0
2015-11-01T19:00:00Z,2.207,0,0,9.173,0,0,2.343,0,0,4.77,0,0,2.329,0,0,6.176,0,0,9.278,0,0,7.931,0,0,14.83,0,0,6.502,0,0,9.761,0,0,8.752,0,0,11.264,0,0,3.5,0,0,3.984,0,0,9.769,0,0,10.469,0,0,5.251,0,0,7.041,0,0,6.668,0,0,7.966,0,0,6.452,0,0,5.277,0,0,16.231,2.17744881106E-5,0.00117822551189,3.681,0,0,7.92,0,0,2.295,0,0,1.598,0,0
2015-11-01T20:00:00Z,1.617,0,0,8.529,0,0,2.057,0,0,4.282,0,0,1.55,0,0,5.555,0,0,9.137,0,0,7.892,0,0,14.504,0,0,6.388,0,0,9.185,0,0,8.34,0,0,11.006,0,0,2.827,0,0,3.329,0,0,9.499,0,0,10.046,0,0,5.082,0,0,6.612,0,0,6.861,0,0,7.52,0,0,6.355,0,0,4.818,0,0,15.891,0,0,3.023,0,0,7.856,0,0,1.89,0,0,1.043,0,0
2015-11-01T21:00:00Z,1.116,0,0,8.004,0,0,1.783,0,0,3.959,0,0,0.893,0,0,5.074,0,0,9.102,0,0,7.79,0,0,14.218,0,0,6.256,0,0,8.699,0,0,8.092,0,0,10.835,0,0,2.274,0,0,2.759,0,0,9.306,0,0,9.751,0,0,4.892,0,0,6.418,0,0,6.919,0,0,7.101,0,0,6.229,0,0,4.427,0,0,15.612,0,0,2.391,0,0,7.878,0,0,1.529,0,0,0.505,0,0
2015-11-01T22:00:00Z,0.786,0,0,7.608,0,0,1.48,0,0,3.661,0,0,0.459,0,0,4.686,0,0,9.085,0,0,7.641,0,0,13.964,0,0,6.174,0,0,8.209,0,0,7.885,0,0,10.737,0,0,1.841,0,0,2.289,0,0,9.168,0,0,9.624,0,0,4.873,0,0,6.232,0,0,7.01,0,0,6.858,0,0,6.144,0,0,4.021,0,0,15.484,0,0,1.885,0,0,7.868,0,0,1.196,0,0,0.193,0,0
2015-11-01T23:00:00Z,0.569,0,0,7.291,0,0,1.135,0,0,3.514,0,0,0.447,0,0,4.359,0,0,9.048,0,0,7.559,0,0,13.763,0,0,6.107,0,0,7.794,0,0,7.754,0,0,10.666,0,0,1.487,0,0,1.821,0,0,9.094,0,0,9.498,0,0,5.059,0,0,6.113,0,0,7.162,0,0,6.807,0,0,6.007,0,0,3.562,0,0,15.263,0,0,1.489,0,0,7.837,0,0,0.879,0,0,0.069,0,0
2015-11-02T00:00:00Z,0.347,0,0,6.986,0,0,0.851,0,0,3.383,0,0,0.173,0,0,4.119,0,0,8.998,0,0,7.562,0,0,13.611,0,0,6.064,0,0,7.46,0,0,7.659,0,0,10.547,0,0,1.2,0,0,1.423,0,0,9.076,0,0,9.33,0,0,5.309,0,0,6.05,0,0,7.289,0,0,6.777,0,0,5.976,0,0,3.118,0,0,14.962,0,0,1.194,0,0,7.79,0,0,0.694,0,0,0.152,0,0
2015-11-02T01:00:00Z,0.174,0,0,6.71,0,0,0.622,0,0,3.295,0,0,0.077,0,0,3.916,0,0,8.941,0,0,7.502,0,0,13.502,0,0,6.016,0,0,7.25,0,0,7.52,0,0,10.431,0,0,0.953,0,0,1.114,0,0,9.117,0,0,9.16,0,0,5.652,0,0,5.91,0,0,7.347,0,0,6.631,0,0,5.902,0,0,2.648,0,0,14.695,0,0,1.025,0,0,7.694,0,0,0.504,0,0,0.275,0,0
2015-11-02T02:00:00Z,0.14,0,0,6.46,0,0,0.457,0,0,3.203,0,0,-0.16,0,0,3.757,0,0,8.903,0,0,7.467,0,0,13.426,0,0,5.923,0,0,7.169,0,0,7.333,0,0,10.377,0,0,0.783,0,0,0.967,0,0,9.163,0,0,8.974,0,0,5.904,0,0,5.701,0,0,7.393,0,0,6.339,0,0,5.848,0,0,2.239,0,0,14.48,0,0,0.948,0,0,7.546,0,0,0.268,0,0,0.168,0,0
2015-11-02T03:00:00Z,0.151,0,0,6.327,0,0,0.192,0,0,2.862,0,0,-0.395,0,0,3.598,0,0,8.895,0,0,7.469,0,0,13.368,0,0,5.933,0,0,7.056,0,0,7.236,0,0,10.151,0,0,0.583,0,0,0.898,0,0,9.218,0,0,8.768,0,0,6.041,0,0,5.518,0,0,7.378,0,0,6.217,0,0,5.766,0,0,1.903,0,0,14.229,0,0,0.767,0,0,7.497,0,0,0.105,0,0,-0.158,0,0
2015-11-02T04:00:00Z,0.109,0,0,6.042,0,0,-0.061,0,0,2.389,0,0,-0.728,0,0,3.375,0,0,8.983,0,0,7.528,0,0,13.325,0,0,5.933,0,0,6.85,0,0,7.205,0,0,9.819,0.00112003553057,0.00847996446943,0.365,0,0,0.85,0,0,9.149,0,0,8.569,0,0,6.132,0,0,5.265,0,0,7.356,0,0,6.199,0,0,5.724,0,0,1.567,0,0,13.936,0,0,0.481,0,0,7.519,0,0,-0.13,0,0,-0.539,0,0
2015-11-02T05:00:00Z,0.071,4.91420012626E-5,0.000550857998737,5.756,0,0,0.299,17.9878191451,16.8072808549,2.034,0,0,-1.187,0.000620559364721,0.00527944063528,3.131,0,0,9.12,0,0,7.702,0.000844355829581,0.0423556441704,13.312,0,0,5.956,3.36898652871E-5,0.00156631013471,6.64,0,0,7.157,0,0,9.738,9.86349004724,22.4303099528,0.241,0.0828499814265,0.420550018574,0.669,0.163542787841,1.31425721216,9.061,0,0,8.384,0.0260869884754,0.304513011525,6.232,0.00144170341171,0.134958296588,5.061,0,0,7.328,0.00123424983114,0.0874657501689,6.129,0,0,5.657,0,0,1.246,0.0662999323316,0.393000067668,13.641,0,0,0.709,9.06085506973,15.1584449303,7.549,0,0,-0.249,0.000373564681121,0.00282643531888,-0.899,0.195416643645,0.848483356355
2015-11-02T06:00:00Z,0.627,14.4478088094,25.3454911906,5.463,0.00872692805654,0.137473071943,3.204,137.20531497,48.1275850297,1.862,3.71556240738,6.39493759262,-1.082,10.6442580617,22.2202419383,2.937,1.31676853734,5.63543146266,9.215,0.0334695455655,0.929030454435,8.092,0.580670075116,14.6262299249,13.395,0.0029336501527,0.174166349847,6.034,0.19561796362,6.91328203638,6.489,0.226039017382,1.42676098262,7.101,0,0,10.966,110.396148574,71.3137514256,1.073,35.5885975464,34.7419024536,1.368,17.3607946028,46.2174053972,8.912,0,0,8.773,10.1867083486,29.3514916514,6.511,0.173127530691,11.1331724693,4.811,0.0145406266748,0.576759373325,7.437,0.250657181493,11.3455428185,6.129,0.0032711290567,0.0877288709433,5.635,3.75363590702E-5,0.00126246364093,1.78,15.4690618171,30.8515381829,13.343,0,0,3.169,89.4866132766,58.9269867234,7.64,0.148072982915,2.18722701709,0.293,33.1756921531,24.4545078469,0.322,25.1303444182,38.2533555818
2015-11-02T07:00:00Z,3.393,107.915905121,61.9821948793,5.692,3.61874323026,29.0665567697,5.798,297.686458244,51.9559417564,3.637,79.9931598441,42.3713401559,0.679,92.3702820491,59.0547179509,4.027,19.2932538185,53.7012461815,9.644,2.33432386696,30.963676133,8.533,2.23804239451,44.5364576055,13.655,0.613992509796,19.4398074902,6.28,1.25524341761,33.0105565824,7.192,8.86304751347,39.7597524865,7.083,1.0288452981,8.6489547019,12.201,267.347250984,82.6166490161,3.302,166.840509695,55.9470903051,3.423,84.1367329476,94.7182670524,8.748,0.0879413153144,0.697658684686,10.741,97.2974102241,79.0356897759,7.036,0.788143241132,36.5229567589,4.861,1.1171240545,25.7973759455,7.829,1.67491101199,43.513988988,6.473,1.78966554009,23.8646344599,5.701,0.933379011468,11.2927209885,3.431,76.8984707313,73.5784292687,13.232,0.609986927729,9.84471307227,5.78,218.697588887,71.8515111131,8.024,4.22223232861,34.5137676714,2.864,175.083244813,40.6859551869,3.083,128.43967616,66.5879238397
