Simulation_ID,AI-UTFPS,DT-RAPD,GAI-EROI,GAI-PBMA,AI-SIRS,GAI-PDM,AI-CHAS,GAI-ECF,GAI-SPAE,AI-RSRAS
18,0.7028076666135722,0.7974851316930571,0.5653023127858122,0.9117482405549115,0.88679237438306,0.9048298477917736,0.6777776263620797,0.9974956518384458,0.740403152954496,0.3258137975623757
19,0.7002238915229716,0.6754967754987505,0.7747731260090003,0.6834316537919212,0.7668602420139092,0.813107243179354,0.8657405677366157,0.7395178979764343,0.9657599688370757,0.20682633617074556
20,0.8302910436235955,,0.8585135926331366,0.6813781453426395,0.908392133894809,0.9035015888296675,0.7182745697168191,0.8427112924434933,0.7264008418180903,0.16092935762779279
21,0.9414595262877246,0.7984999508205906,0.9067038736976469,0.8483922633773365,0.7276707141578836,0.8176154606140905,0.6378395838406334,0.7960455573711911,0.8541820663663707,1.8114393478688702
22,0.9478106351737927,0.8025180119212305,1.0481090020101562,0.8750918372556029,0.8572607747895274,0.620647479328074,0.7625684480474052,0.783845426836069,0.8741571282634292,0.061590743685195785
23,0.8401793026056539,0.8880527840486125,0.9707521658370121,0.7469729847426695,0.9753698743030379,0.7889377956003482,0.7025274909345226,0.7591525179016098,0.758690260423012,0.20810352600724494
24,0.7575735170699747,0.7948678718941161,0.8525928823187725,0.9192907228716218,0.7228257764967422,0.5770500933939849,0.7039653452544968,0.9350110908001805,0.82813509633325,0.813171574268356
25,0.7166797324559624,0.6640186376526475,0.5817198122977514,0.8379591542987802,0.8333608140852994,0.517788716653829,0.9243798697571143,0.7489856662247221,0.8284954271029624,0.7773081666456585
26,0.7118082194337079,0.8442243611226559,0.754716689073662,0.9514788457575761,0.9168283881477381,0.8970037411216544,0.7707632119544852,0.8046279368702363,0.8794812204314872,0.4338819275339658
27,0.9704290959308319,0.6507186268714346,0.7812353839121616,0.8954269155530501,0.7420498054639546,0.8026210959145199,0.7916219695358963,0.9593764852667156,0.8248110354264488,0.4738431633902798
28,0.9560508980612351,0.6827886286768047,1.1081383681756618,0.7328188501405913,0.7687001279810848,0.5410072894125593,0.7917664731737695,0.916492156469943,0.9718658457380163,0.7588497887793315
29,0.917565008929545,0.7208110931092754,1.0811321275351042,0.6888267354537342,0.8274721520214572,0.6933456067113045,0.6674681911724618,0.7733699754948776,0.8716922999758286,0.32173224272701423
30,0.7698468603524335,0.8732690867644493,0.7195245303216972,0.7574869565930026,0.8335882763950468,0.7551417362914354,0.8481977446966643,0.8320450346586764,0.8272645018807738,0.37438865593277443
31,0.8464719879006821,0.8401275030610922,0.7674146137826057,0.6563244703522628,0.8409174677960327,0.7665753576460826,0.9285731350151313,0.7903858009868974,0.8929664045768327,0.536320644152425
32,0.687627024755681,0.7995321617301183,0.766829602815927,0.9598024269450415,0.8236331026583477,0.7118860397104589,0.5840761030490869,0.9081167932978792,0.7797609068775808,0.2700707503327916
33,0.9173950210283327,0.7453066254854062,0.7391594651524191,0.6828420321059466,0.8699870161958558,0.5177058784695482,0.7543672534789183,0.8663132627367778,0.7911772226347124,1.9710196820918133
34,0.732340869358188,0.8265598072803311,0.8111668506761588,0.9204734997099714,0.843792682755558,0.8864417385717668,0.9145258511231348,0.9568983869783027,0.6895488002098522,0.40298889304982854
35,0.841833204591654,0.8835187441007054,0.7575143032744276,0.7239130955023438,0.7687278896636974,0.6849710912879481,0.7275398913011626,0.9502004511889695,0.7247741088910451,0.4886135409598259
36,0.9941755482500746,0.6205148021742629,0.8876902882939844,0.8090387464079783,0.9808197184047811,0.5600324996965627,0.8196595800424632,0.8057038058849518,0.6987427165727227,0.5857571014778415
37,0.7401197443028926,,0.7623809290951378,0.9071418766601133,0.6958965153790274,0.6672546956051366,0.6265928237862876,0.7619973572500067,0.6799865989617427,0.14579874534387113
38,0.9846057919947424,0.8419901864492152,0.9867879470909814,0.7862083649029948,0.7073584811407707,0.7776130674956211,0.9071015884633526,0.8318656904660358,0.8960834775553095,0.8243559874813178
39,0.7434121333511973,0.8145522150712227,0.819257918918968,0.6303902399873706,0.8351857719888413,0.4894067705129921,0.6308479249040804,0.8955368258959556,0.9095058921710991,1.061303865055044
40,0.7571450529126418,0.7215810012615017,0.7385922137046902,0.684712334122935,0.8078509692718532,0.5860728432896862,0.8956608163815318,0.7558523930979446,0.6938122780457466,0.5844662308107927
41,0.9677766426625634,0.7813359612855667,0.9508400665783593,0.8148149852905319,0.8299988152969434,0.7913070352758461,0.8028371329407169,0.9688703268086114,0.9149961408442131,0.06529327290069069
42,0.7341081769765493,0.5970668421691187,0.6792374545268048,0.814275261056253,0.719321529306318,0.6356142332726682,0.8810617135226106,0.818953082139517,0.9489837955036163,1.073216122526137
43,0.9579491128529631,,0.924901394919016,0.8867128866464854,0.83162172611105,0.7292497347219252,0.7921107731248341,0.9346766182289928,0.9220236481590145,0.015330072541115822
44,0.7116253939507046,0.7456650560332229,0.7910414305341485,0.8653175724821947,0.7644308504234278,0.6399342079904393,0.8711471566179166,0.9581699927886801,0.938715623188138,0.06357307088832524
45,0.7596181446558392,,0.6574874748245614,0.9481513511801161,0.8106598834150448,0.8210936692842872,0.6727119661734983,0.7517073134833391,0.8397216259153458,1.6573961166629574
46,0.7728597049039965,0.9367414611157537,0.7179955982559101,0.9520347280661589,0.7459523857968015,0.8443321904644644,0.6516034490923022,1.0178929586843686,0.8336741129644103,1.008343828930222
47,0.8832163344342903,0.6278158511055947,0.9622048621715863,0.7901303734571522,0.886033039714078,0.7730070721053295,0.886450006396935,0.8297823995365932,0.7950663437404271,0.4129704519837361
48,0.933069422507077,0.6698785748958003,1.1082012958295986,0.8933307491170239,0.8415314830438475,0.6332456985864935,0.681774705023781,0.8037159981899038,0.8978013461647111,0.19109504030651236
49,0.882634831711823,0.9139299649620504,0.8684272200627118,0.7605679650233105,0.9586892115690718,0.7146844000924036,0.7540238127870936,0.9083760802520071,0.8910813599866828,1.596964943872105
50,0.9007947388207919,0.7703473766767874,0.8687360474392811,0.940060433800354,0.9420925337767376,0.8116836322688921,0.8024677095811446,0.9846692334353758,0.8803190361068808,1.2145919078508685
